Title,Volume,Publisher,Label,Issue Number,Image,Cover Date,Cover Price,ISBN/UPC,Contributors,Characters,Details,URL
Warriors: Exile from ShadowClan,(2022),Harper Alley,TPB:,# 1,https://comicbookrealm.com/cover-scan/c48b360b8f1c5363833b5fd259e6193d/xl/harper-alley-warriors-exile-from-shadowclan-tpb-1.jpg,Jun '22,$12.99,978-0063043268,,,"Exile from Shadowclan

The warrior cats leap off the page in this original full-color adventure--a stand-alone graphic novel set in the wild world of Erin Hunter's #1 bestselling Warriors series. On the verge of a bitter leaf-bare, ShadowClan stands on the brink of its own destruction. When battle-obsessed Brokenstar banishes Nightpelt and the rest of ShadowClan's elders to the farthest edges of Clan territory, Nightpelt is shocked at his cruelty. But he's determined to ensure he and his fellow exiles survive the coming frost--and live to reclaim a ShadowClan that takes care of its own. Set during the events of Warriors: The Prophecies Begin, this action-packed, stand-alone adventure is perfect for longtime Erin Hunter fans and new readers alike. The bestselling Warriors series in full-color graphic novel form makes an excellent gift. Other Warriors graphic novels include Warriors: Winds of Change and Warriors: A Shadow in RiverClan. Real them all! ",https://comicbookrealm.com/series/72195/0/harper-alley-warriors-exile-from-shadowclan
Cards Against Humanity,One-Shot (2017),Cards Against Humanity LLC,Issue:,# 1,https://comicbookrealm.com/cover-scan/de46a0f8485a164f35c254e9f358f8b5/xl/cards-against-humanity-llc-cards-against-humanity-one-shot-issue-1.jpg,2017,$4.00,,,,San Diego Comic Con 2017 Exclusive ,https://comicbookrealm.com/series/59410/0/cards-against-humanity-llc-cards-against-humanity-one-shot
CyberFrog: Amphibionix,One-Shot (2019),ALL CAPS Comics,Issue:,ashcan,https://comicbookrealm.com/cover-scan/9cf19332e92aec8a8d95eb936b777eb9/xl/all-caps-comics-cyberfrog-amphibionix-one-shot-issue-ashcan.jpg,Jan '19,$15.00,,"Mike DeLepine
Letters
Kyle Ritter
Cover Art - Colors
Ethan Van Sciver
Scripts - Pencils - Cover Art",,"Indiegogo Exclusive Ashcan

Reprint ""Cyberfrog : Amphibionix 2001"" serie in color ",https://comicbookrealm.com/series/60034/0/all-caps-comics-cyberfrog-amphibionix-one-shot
CyberFrog: 1998,One-Shot (2019),ALL CAPS Comics,Issue:,ashcan,https://comicbookrealm.com/cover-scan/c6f6080c2398b443bd79f85cd2157a21/xl/all-caps-comics-cyberfrog-1998-one-shot-issue-ashcan.jpg,Jan '19,$0.00,,"Kyle Ritter
Cover Art - Colors
Ethan Van Sciver
Scripts - Pencils - Cover Art
. Somni
Letters",,Indiegogo Exclusive Ashcan ,https://comicbookrealm.com/series/60035/0/all-caps-comics-cyberfrog-1998-one-shot
Mindwarp: An Anthology,(1975),And/Or Press,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/c4a8f6cd268524e2c321822c6164228b/xl/andor-press-mindwarp-an-anthology-soft-cover-nn.jpg,Jan '75,$3.50,,,, ,https://comicbookrealm.com/series/67583/0/and-or-press-mindwarp-an-anthology
My Isekai Life,(2021-Present),Square Enix Manga,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/86d4052541bedda4aadcb70a90c4b072/xl/square-enix-manga-my-isekai-life-soft-cover-1.jpg,Sep '21,$10.99,978-1646090976,,,"In this manga adaptation of the popular web novel series, an overworked wage slave finds himself transported to a fantasy world where he quickly becomes the strongest sage in the world...thanks to the help of an army of tamed slimes! Whether at the office or at home, corporate drone Yuji Sano works all the time. So when his home PC flashes a message about him being summoned to another world, Yuji restarts his machine...only to find that he's inadvertently accepted the summons! Now in a fantasy world far removed from paperwork and computers, Yuji has just one thing on his mind: waking up from what he thinks is a dream and getting back to the mountain of work he left behind! But this other world has other plans for Yuji, who quickly discovers his Monster Tamer character class allows him to befriend slimes! And thanks to their number, those slimes help him absorb so much magical knowledge that he gains a second character class in the blink of an eye! How will Yuji wield his power now that he's the greatest sage the realm has ever known?! And what about all that paperwork?! ",https://comicbookrealm.com/series/68830/0/square-enix-manga-my-isekai-life
Otherside Picnic,(2021-Present),Square Enix Manga,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/444faa2a11879475e3c98a531465ebac/xl/square-enix-manga-otherside-picnic-soft-cover-1.jpg,May '21,$10.99,978-1646091065,,,"In this sci-fi/fantasy survival thriller, the dangerous and deadly realm of the Otherside--where urban legends, cryptids, and folkloric legends roam--calls to two women, both in search of something. As they set out to sate their curiosity and explore this other world, will the most earth-shattering thing they discover on the Otherside be their feelings for each other? While on the trail of alleged paranormal activity, amateur urban explorer, depressed college student, and all-around loner Sorawo discovers a door to a curious destination--the Otherside. There, she has a near-miss with a creature both repulsive and mesmerizing...but before she can fall prey to the strange beast, the beautiful Toriko comes to her rescue! What horrors await the pair as they continue to explore this parallel world and its bizarre and dangerous denizens?! ",https://comicbookrealm.com/series/66120/0/square-enix-manga-otherside-picnic
Angela Della Morte: Prequel,One-Shot (2021),Stonebot Comics,Issue:,# 1,https://comicbookrealm.com/cover-scan/0429b3f910e7e6c38715bef39cf565cb/xl/stonebot-comics-angela-della-morte-prequel-one-shot-issue-1.jpg,Jul '21,$6.99,8-11316-01091-7-00811,,,"Discover the true history Angela, how she learned to switch bodies and came to work for Dr. Sibelius. ",https://comicbookrealm.com/series/65753/0/stonebot-comics-angela-della-morte-prequel-one-shot
The Best of the Phantom,(1985),Budget Books,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/427121761e3685bdd1f0b588c3532fb3/xl/budget-books-the-best-of-the-phantom-soft-cover-1.jpg,1985,$3.95,,,, ,https://comicbookrealm.com/series/59584/0/budget-books-the-best-of-the-phantom
Absolutely Normal,(1947),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/c018359308876270971a1f4f378bfbc3/xl/houghton-mifflin-company-absolutely-normal-hard-cover-1.jpg,,$1.50,,,, ,https://comicbookrealm.com/series/63353/0/houghton-mifflin-company-absolutely-normal
Are You My Mother?,(2012),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/26c5729ecfc7023f6c76b9110d2b000b/xl/houghton-mifflin-company-are-you-my-mother-hard-cover-1.jpg,May '12,$22.00,,,, ,https://comicbookrealm.com/series/30449/0/houghton-mifflin-company-are-you-my-mother
Blue Pills,(2008),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/4616a9351f7763b67c188f41abfb5e9d/xl/houghton-mifflin-company-blue-pills-hard-cover-1.jpg,Jan '08,$18.95,,,,"At a house party one summer's night, Fred met Cati. Though they barely spoke, he vividly remembered her gracefulness and abandon. Years later they meet again, and their connection is instantaneous. But when things become serious, a nervous Cati reveals that she and her three-year-old son are both HIV-positive. Peeters traces the development of their intimacy and their revelatory relationship with a doctor whose frankness allow them to fully realize their passionate connection. Then Cati's son becomes sick, bringing Fred face to face with death, forcing him to question the meaning of life, illness, and love - until a Socratic dialogue with a mammoth helps him recognize that living with illness is also a gift, allowing him to savor his life with Cati. A brave and unsentimental romance, Blue Pills will resonate with anyone whose love has faced great obstacles and triumphed. ",https://comicbookrealm.com/series/57242/0/houghton-mifflin-company-blue-pills
Besties: Work it Out,(2021),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/b706ccb37e9c1223f5bf85c9690b9e9a/xl/houghton-mifflin-company-besties-work-it-out-hard-cover-1.jpg,Oct '21,$12.99,978-0358561910,,,"Meet Beth and Chanda, two stylish best friends on their way to building their fashion empire! An unexpected business opportunity presents itself when the girls are asked to dogsit at Ms. Langford's luxurious house while she’s away, but it quickly turns into a disaster after an accident leaves one of Ms. Langford’s prized possessions in pieces.

Now Beth and Chanda have to take on as many odd jobs as they can in order to afford a replacement. Car washing, book sales, interior decorating—you name it, Beth and Chanda are there! Will they be able to patch up their mistake in time? ",https://comicbookrealm.com/series/72396/0/houghton-mifflin-company-besties-work-it-out
Calling Dr. Laura: A Graphic Memoir,(2013),Houghton Mifflin Company,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/7ced4e33d3b0523a9cb41617c263c41c/xl/houghton-mifflin-company-calling-dr-laura-a-graphic-memoir-soft-cover-1.jpg,Jan '13,$16.95,,,,"When Nicole was two years old, her mother told her that her father was dead. When she was 23, a psychic told her he was alive. Her half-sister admits that the psychic is right and that the whole family has conspired to keep him a secret. Sent into a tailspin about her identity, Nicole turns to radio talk-show host Dr. Laura Schlessinger for advice. Calling Dr. Laura tells the story of what happens to you when you are raised in a family of secrets, and what happens to your brain (and heart) when you learn the truth from an unlikely source. ",https://comicbookrealm.com/series/52918/0/houghton-mifflin-company-calling-dr-laura-a-graphic-memoir
Essential Dykes to Watch Out For,(2008),Houghton Mifflin Company,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/7ce20dfd367e54efbd1e2fa170280be2/xl/houghton-mifflin-company-essential-dykes-to-watch-out-for-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/29244/0/houghton-mifflin-company-essential-dykes-to-watch-out-for
Gifts from the Gods,(2011),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/9513edfbb4052c6e947a11380b8d83e3/xl/houghton-mifflin-company-gifts-from-the-gods-hard-cover-1.jpg,Oct '11,$18.99,,,,"Did you know that ""museums"" were initially temples built to worship the nine muses, the goddesses of the arts? That ""Janus"" was the god of the doorways and hallways, and after him we have named our janitors? Where did these words - and other words, such as chaos, genius, nemesis, panic, echo, and narcissus - come from? From the ancient stories of the Greeks, stories that rang so true and wise that the names of the characters have survived for centuries as words we use every day. The brief stories here not only impart the subtle wisdom of these ancient tales, but make us understand the words, and our own world, more deeply.  ",https://comicbookrealm.com/series/56316/0/houghton-mifflin-company-gifts-from-the-gods
The Great Escape,(1988),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/bb27c0c3ee95201305ef378c71a5df0c/xl/houghton-mifflin-company-the-great-escape-hard-cover-1.jpg,1988,$0.00,0-39546-806X--,,, ,https://comicbookrealm.com/series/68806/0/houghton-mifflin-company-the-great-escape
The Giver,One-Shot (2014),Houghton Mifflin Company,Issue:,nn,https://comicbookrealm.com/cover-scan/78f20d736ca00faf1b504f02df2534db/xl/houghton-mifflin-company-the-giver-one-shot-issue-nn.jpg,Dec '13,Free,,,,San Diego Comic Con 2014 Exclusive Giveaway ,https://comicbookrealm.com/series/66305/0/houghton-mifflin-company-the-giver-one-shot
In: A Graphic Novel,HCGN (2021),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e959a7fd2c2b2e4c89c8d90fac970bcc/xl/houghton-mifflin-company-in-a-graphic-novel-hcgn-hard-cover-1.jpg,Jun '21,$28.00,978-0358345541,,,"A poignant and witty graphic novel by a leading New Yorker cartoonist, following a millennial's journey from performing his life to truly connecting with people Nick, a young illustrator, can't shake the feeling that there is some hidden realm of human interaction beyond his reach. He haunts lookalike fussy, silly, coffee shops, listens to old Joni Mitchell albums too loudly, and stares at his navel in the hope that he will find it in there. But it isn't until he learns to speak from the heart that he begins to find authentic human connections and is let in--to the worlds of the people he meets. Nick's journey occurs alongside the beginnings of a relationship with Wren, a wry, spirited oncologist at a nearby hospital, whose work and life becomes painfully tangled with Nick's. Illustrated in both color and black-and-white in McPhail's instantly recognizable style, In elevates the graphic novel genre; it captures his trademark humor and compassion with a semi-autobiographical tale that is equal parts hilarious and heart-wrenching--uncannily appropriate for our isolated times. ",https://comicbookrealm.com/series/65277/0/houghton-mifflin-company-in-a-graphic-novel-hcgn
1984,(2021),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/0d198595f98a37458a95cfba864a8a3b/xl/houghton-mifflin-company-1984-hard-cover-1.jpg,Aug '21,$22.00,978-0358359920,,,"1984

One of the most influential books of the twentieth century gets the graphic treatment in this first-ever adaptation of George Orwell's 1984. War is Peace * Freedom is Slavery * Ignorance is Strength In 1984, London is a grim city in the totalitarian state of Oceania where Big Brother is always watching you and the Thought Police can practically read your mind. Winston Smith is a man in grave danger for the simple reason that his memory still functions. Drawn into a forbidden love affair, Winston finds the courage to join a secret revolutionary organization called the Brotherhood, dedicated to the destruction of the Party. Together with his beloved Julia, he hazards his life in a deadly match against the powers that be. With evocative, immersive art from Fido Nesti, this vision of George Orwell's dystopian masterpiece provides a new perspective for longtime fans but is also an accessible entry point for young readers and adults who have yet to discover the iconic story that is still so relevant today. ",https://comicbookrealm.com/series/66461/0/houghton-mifflin-company-1984
The Ralph Steadman Book of Dogs,(2011),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/5bf8056bdba0a4fad11953df3e952baa/xl/houghton-mifflin-company-the-ralph-steadman-book-of-dogs-hard-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/42481/0/houghton-mifflin-company-the-ralph-steadman-book-of-dogs
Silver Pony: Story in Pictures,(1973),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/308039822e433f3158d0aacd38d9294b/xl/houghton-mifflin-company-silver-pony-story-in-pictures-hard-cover-1.jpg,1973,$5.95,0-39514-7530--,,,"The story is told in a sequence of full-page illustrations, each backed by a blank page. Each chapter is introduced by an illustration with the number of stars corresponding to the chapter number. ",https://comicbookrealm.com/series/63289/0/houghton-mifflin-company-silver-pony-story-in-pictures
Tomboy: A Graphic Memoir,(2014),Houghton Mifflin Company,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/00354b91e4e92d583859c3c7139d37e1/xl/houghton-mifflin-company-tomboy-a-graphic-memoir-soft-cover-1.jpg,Sep '14,$15.99,978-1936976553,,,"A Graphic Memoir

Growing up, Liz Prince wasn't a girly girl, dressing in pink tutus or playing Pretty Pretty princess like the other girls in her neighborhood. But she wasn't exactly one of the guys either, as she quickly learned when her Little League baseball coach exiled her to the outfield instead of letting her take the pitcher's mound. Liz was somewhere in the middle, and Tomboy is the story of her struggle to find the place where she belonged. A memoir told anecdotally, Tomboy follows author and zine artist Liz Prince through her early childhood into adulthood and explores her ever-evolving struggles and wishes regarding what it means to 'be a girl.' ",https://comicbookrealm.com/series/37233/0/houghton-mifflin-company-tomboy-a-graphic-memoir
Unwanted: Stories of the Syrian Refugees,(2018),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/f14e0a487b1f01d2ed4aa3f53ca769e6/xl/houghton-mifflin-company-unwanted-stories-of-the-syrian-refugees-hard-cover-1.jpg,Dec '18,$18.99,978-1328810151,,,"The Unwanted is an exploration of the ongoing Syrian refugee crisis, exposing the harsh realities of living in, and trying to escape, a war zone. Starting in 2011, refugees flood out of war-torn Syria in Exodus-like proportions. The surprising flood of victims overwhelms neighboring countries, and chaos follows. Resentment in host nations heightens as disruption and the cost of aid grows. The refugees are the unwanted. Don Brown depicts moments of both heartbreaking horror and hope in the ongoing Syrian refugee crisis. Shining a light on the stories of the survivors, The Unwanted is a testament to the courage and resilience of the refugees. ",https://comicbookrealm.com/series/54913/0/houghton-mifflin-company-unwanted-stories-of-the-syrian-refugees
"What's Up, Beanie?",(2021),Houghton Mifflin Company,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/2b3712fd41a6a55d63753b038bf49e97/xl/houghton-mifflin-company-whats-up-beanie-hard-cover-1.jpg,2021,$16.00,978-0358455486,,,"What's Up, Beanie? Acutely Relatable Comics

""A collection of 160 comics from the hugely popular What's Up Beanie?, all adorable, humorously frank, completely wholesome, and acutely relatable""-- ",https://comicbookrealm.com/series/65811/0/houghton-mifflin-company-whats-up-beanie
A Fun Day,(1978),Bob Vojtko,Issue:,nn,https://comicbookrealm.com/cover-scan/fd43fb8144f4d5315ee8bec4e85a7b2c/xl/bob-vojtko-a-fun-day-issue-nn.jpg,,Free,,,,Coloring Book ,https://comicbookrealm.com/series/69405/0/bob-vojtko-a-fun-day
Low Budget Funnies Featurette,One-Shot (1978),Bob Vojtko,Issue:,# 1,https://comicbookrealm.com/cover-scan/3f621c0d0fa3a89e5a3888e0d8119b2b/xl/bob-vojtko-low-budget-funnies-featurette-one-shot-issue-1.jpg,Aug '78,$0.25,,,, ,https://comicbookrealm.com/series/69406/0/bob-vojtko-low-budget-funnies-featurette-one-shot
Budget Strips,One-Shot (2000),Laughing Buddha Press,Issue:,# 1,,2000,$2.99,,,, ,https://comicbookrealm.com/series/59587/0/laughing-buddha-press-budget-strips-one-shot
Artemisia,(2021),Beehive Books,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e1230fdb71064561e73917cd757be21f/xl/beehive-books-artemisia-hard-cover-1.jpg,Jul '21,$25.00,978-1948886116,,,"The English-language edition of Nathalie Ferlut and Tamia Baudouin's stunning biography of Artemisia Gentileschi, the trailblazing Italian baroque painter, originally published in French. This full-color graphic novel recounts the remarkable story of Artemisia, whose life story is told through the lens of Artemisia's daughter as she questions her mother about their family history. The ensuing tale spans most of Gentileschi's life, beginning with her childhood in Rome in her father's painting studio, to the sexual abuse she experienced at the hands of a tutor and the arduous trial that followed, as well as the highlights of her prolific career in which she received commissions from clients as powerful as the Medici and the English royal family and became the first woman admitted to the prestigious Academy of Arts in Florence. ",https://comicbookrealm.com/series/65816/0/beehive-books-artemisia
Crime and Punishment: An Illuminated Edition,(2021),Beehive Books,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/ca773e56a6b32a255d746b5ff5f84d13/xl/beehive-books-crime-and-punishment-an-illuminated-edition-hard-cover-1.jpg,Apr '21,$100.00,978-1948886123,,,"Illuminated Edition

Fyodor Dostoevsky's 1866 novel Crime and Punishment, arguably the first modern exploration of psychological realism, is not only a gem of Russian literature but an internationally renowned classic. Now this masterpiece has been vividly transformed by the powerful illustrations of renowned graphic artist Dave McKean, whose multimedia paintings are shrouded with the specters and shadows of Raskolnikov's fever dreams. Featuring over one hundred full-page paintings, spot illustrations and illuminated letters, and housed in an elaborately die-cut and embossed slipcase, this is an heirloom edition designed as a work of art in its own right. Featuring an introduction by Lonny Harrison. 9x12"", 346 pages. ",https://comicbookrealm.com/series/66081/0/beehive-books-crime-and-punishment-an-illuminated-edition
Naked Body: An Anthology of Chinese Comics,(2020),Beehive Books,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/e0dab9cfb60ef32883baa09a0b2f08a3/xl/beehive-books-naked-body-an-anthology-of-chinese-comics-soft-cover-1.jpg,,$21.95,978-0998905099,,,"Naked Body was organized by Beijing-based cartoonist and publisher Yan Cong. Responding to a prohibition on printed nudity, Yan Cong put out an open call for five page comics in which all the main characters were nude. The resulting mix of authors included veteran cartoonists such as Zuo Ma, author of several graphic novels, and WangXX, author of the ongoing Seal Life series, but also talented up and coming artists Inkee Wang. Naked Body will be the first major anthology of independent Chinese comics published in the US, in close collaboration with the original editor, Yan Cong, and the cartoonists who took part in the book. ",https://comicbookrealm.com/series/60435/0/beehive-books-naked-body-an-anthology-of-chinese-comics
"Blank Tapes, Boots and Salads",One-Shot (1997),Page One Publishers,Issue:,# 1,https://comicbookrealm.com/cover-scan/9462ce2f348efb7e7a71eed8feb3c870/xl/page-one-publishers-blank-tapes-boots-and-salads-one-shot-issue-1.jpg,Apr '97,$4.95,,,, ,https://comicbookrealm.com/series/61747/0/page-one-publishers-blank-tapes-boots-and-salads-one-shot
Bikini Atoll,(2022),"Clover Press, LLC",Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/fecf6572f5c5d84044ad1cf5fc23d5cc/xl/clover-press-llc-bikini-atoll-hard-cover-1.jpg,May '22,$24.99,978-1951038434,,,"Bikini Atoll

Bikini Atoll and its turquoise waters attract tourist and divers from all over the world. This celestial paradise has not only given its name to the world's most famous bathing suit, but it was also used as a nuclear testing ground by the United States for over 40 years. Today the island's unreachable crevasses and impenetrable forests conceal many mysteries and dangers! Take a relaxing weekend trip to Bikini Atoll...if you dare! Written and illustrated by the SUNLIGHT creative team, screenwriter Christophe Bec and artist Bernard Khattou. ",https://comicbookrealm.com/series/71867/0/clover-press-llc-bikini-atoll
Butcher Knight,(2020),"Clover Press, LLC",TPB:,# 1,https://comicbookrealm.com/cover-scan/ca981e14c038fbf31a07426f4ea6767d/xl/clover-press-llc-butcher-knight-tpb-1.jpg,Apr '20,$14.99,978-1951038120,"Martin Barnes
Letters
Steve Firchow
Colors
Renae Geerlings
Editor
Dennis Heisler
Letters
Charles Holland
Scripts
Jason Ross
Asst. Editor
Robin Spehar
Letters
Dwayne Turner
Pencils - Inks",,"From Charles Holland, writer/producer of the Black Lightning TV show, and Dwayne Turner, renowned comic book artist and Hollywood storyboard artist, comes this terrifying tale of Sir Lancelot and Merlin in modern day California. The millennia spanning battle between these two members of King Arthur's court attracts the attention of a young witch and a paranormal fighting team known as Section X in a story that brings Hell to Earth. ",https://comicbookrealm.com/series/61401/0/clover-press-llc-butcher-knight
Complete Wraith,(2020),"Clover Press, LLC",TPB:,# 1,https://comicbookrealm.com/cover-scan/071d6b5710f978235f32bd3c33bf442c/xl/clover-press-llc-complete-wraith-tpb-1.jpg,Jun '20,$14.99,978-1951038137,"Michael T. Gilbert
Scripts - Pencils",,"The Wraith was a cult classic during the early days of indie comics in the 1970s, and a training ground for Gilbert's later work on Elric and Mr. Monster. Created as a funny-animal version of Will Eisner's Spirit, The Wraith's fans included Eisner himself who wrote ""The Wraith has a lot of originality. Your style and approach are very vigorous!"" The Wraith appeared in all six issues of Star*Reach's Quack! The Complete Wraith collects every story, scanned from the original art, a wealth of unpublished art and photos, plus an intro by Mr. Monster himself! Gilbert's commentary on each story provides a fascinating behind-the-scenes look at the 1970s comic book scene. ",https://comicbookrealm.com/series/60386/0/clover-press-llc-complete-wraith
